Date,Result,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25
2019-11-25,0,"'Everything Is Not Fine': Nobel Economist Calls on Humanity to End Obsession With GDP. ""If we measure the wrong thing,"" warns Joseph Stiglitz, ""we will do the wrong thing.""",Germany calls for UN access to Chinese detention camps,"Tim Berners-Lee, the British engineer credited with inventing the World Wide Web in 1989, unveils plan to save the internet. His plan aims to halt abuse of the internet by governments, companies and individuals and addresses problems like misinformation, data surveillance and censorship.",White House directed Lindsey Graham to block Armenian genocide resolution,Boris Johnson was photographed with a suspected Russian spy who called him a 'good friend',"Trump biographer says president's ""lying"" over Ukraine scandal is on a whole other scale: ""All of it is a lie""","Man buys Hitler's top hat and Nazi memorabilia for £513,000 and donates it all to a Jewish organisation",BBC admits 'mistake' in editing out laughter at Johnson in TV debate,Hong Kong: Opposition wins almost 90 percent of DC seats,Taiwan ruling party says China 'enemy of democracy' after meddling allegations,Australia is investigating claims that China paid $1 million to try and plant a Chinese politician into parliament,Report: Lev Parnas Handed Over Tapes of Trump and Giuliani to the House Intelligence Committee,"China issues warning over Hong Kong after election blow: ‘... emphasise that the city will always be ruled from Beijing, and warning against further protest violence.’","Japan stresses to China importance of free, open Hong Kong",Hong Kong elections: pro-Beijing camp left reeling from landslide defeat,Hong Kong elections: Carrie Lam vows to 'seriously reflect' after crushing defeat in polls. Pro-democracy parties win almost 390 of available 452 seats in district council elections.,"UK Tory candidate gets friend to pose as 'fake swing voter' as party's disinformation campaign continues:Lee Anderson, who is standing for the Tories in Ashfield in Nottinghamshire,forgot he was wearing a live microphone while he phoned his friend to set up the fake encounter to impress a journalist",Prince Andrew 'secretly met' Ghislaine Maxwell inside Buckingham Palace,Trump impeachment: Whistleblower won't testify because 'president put his life at risk',"Julian Assange's health is so bad he 'could die in prison', say 60 doctors","A German state museum with one of the biggest collection of baroque treasures in Europe has been robbed, with losses reported of up to a billion euros. The Green Vault at Dresden Royal Palace, which is home to about 4,000 precious objects made of ivory, gold, silver and jewels, was broken into.",Donald Trump Jr makes ‘ignorant’ joke about people with HIV: Comment by eldest son of US president comes a week before World Aids Day,"African elephants will be extinct by 2040 if we don't act, says WWF, by their estimates, the African elephant population has declined by 70 percent since the 1980s.","China issues stern response to landslide victory of Hong Kong pro-democracy forces. For months, Hong Kong protesters have been demanding that China loosens its grip on the former British colony.",Secret Recordings of Trump and Giuliani Handed to Int Committee
2019-11-26,0,Girl goes viral on China owned TikTok for calling Muslim camps a second Holocaust,"“Presidents Are Not Kings”: Federal Judge Destroys Trump's “Absolute Immunity” Defense Against Impeachment: Trump admin's claim that WH aides don't have to comply with congressional subpoenas is “a fiction” that “simply has no basis in the law,” judge ruled.","Top Muslim Group Calls For U.S. Boycott Of 2022 Winter Olympics In Beijing | The Chinese government’s “ethnic genocide” against the Muslim Uighur population is disqualifying, according to Emgage.",'What has happened to me': manga depicting Uighur torture hits 2.5m views - A manga depicting the plight of an Uighur woman who was detained and tortured in China has clocked up millions of views and spawned versions in several languages.,Hong Kong Police Bragging About Torture and Humiliation of Capture Protestors,80% of Russia's Female Murder Convicts Were Defending Themselves From Domestic Violence,Survey of 167 countries shows tolerance toward LGBT people rising globally,Chinese urged to 'beat to death' Edinburgh Uni student who supported Hong Kong,Trump administration officially put hold on Ukraine aid same day as Trump call,"One million Chinese Muslims are believed to have been sent to “re-education” schools in the region of Xinjiang over the past 3 years. The “students” are interred in highly-secure, prison-like facilities with double-locked doors and surveilled 24 hours a day.",WADA committee recommends wiping Russia from the sporting map for four years due to doping cover-up,Prince Andrew latest: William instrumental in decision to strip uncle of royal duties,"Turkey's Erdogan Is 'Thumbing His Nose at Trump' by Testing Russian Weapons and Attacking Kurds, Senator Says","Palestinians burned effigies of US President Donald Trump, Secretary of State Mike Pompeo and Israeli premier Benjamin Netanyahu Tuesday, as thousands protested against a shift in US policy on Israeli settlements",'Mobilisation on World War Two scale required to achieve climate targets',"Former chess champion Garry Kasparov says Tucker Carlson is a ""buffoon"" over Ukraine conflict comments","China can shut off the Philippines' power grid at any time, leaked report warns",Mike Pompeo: leaked documents proves that Chinese authorities are engaged in massive and systemic repression of Muslims,"Major news outlets in China have largely avoided detailed reporting of district council election results in Hong Kong, where pro-democracy candidates scored a landslide victory that some say amounted to support for anti-government protests","Former White House counsel Donald McGahn must testify before Congress, judge rules","China Cables: Germany under pressure to respond to Beijing's Uighur internment - Observers are now calling on Germany, and those of its multinationals connected to companies complicit in the internment, to take action against China, Berlin's most important economic partner.","Russia's 2016 election meddling was a ""well-choreographed military operation,"" former FBI counterintelligence expert says",Toshiba says its device tests for 13 cancer types with 99% accuracy from a single drop of blood,"'The Science Is Screaming': UN Report Warns Only Rapid and Transformational Action Can Stave Off Global Climate Disaster | ""Failure to heed these warnings and take drastic action to reverse emissions means we will continue to witness deadly and catastrophic heatwaves, storms, and pollution.""",A wealthy Venezuelan hosted Giuliani as he pursued Ukraine campaign. Then Giuliani lobbied the Justice Department on his behalf.
2019-11-27,0,Trump contradicts testimony -- and himself -- by claiming he never directed Giuliani on Ukraine,Corbyn reveals secret documents that 'confirm Tories plot to sell off NHS in US trade talks with Trump',Devastating leaks have deprived China of its main strategy to deflect mounting evidence of its mass oppression of Uighur Muslims,Trump Denies Giuliani Acted on His Behalf in Ukraine: ‘Rudy Has Other Clients’,Jeremy Clarkson Labels Greta Thunberg An 'Idiot' And Blames Her For 'Killing' The Car Show: It is not the first time The Grand Tour host has hit out at the 16-year-old climate activist.,Apple changes Crimea map to meet Russian demands,"ICE arrests 250 students who came to USA on valid student visas, about 80% of whom have now been deported, for being admitted to a fake University created by ICE to lure foreign students",'Suspension won't silence me': Teen speaks out after embedding message about Xinjiang Uyghurs in TikTok make-up vid,Trump Knew There Was a Whistleblower When He Suddenly Released Military Aid to Ukraine,Deutsche Bank Executive Who Signed Off On Trump Loans Kills Self At Age 55,"Arctic to be ‘functionally ice-free’ in the next 50 years, study says | If the Earth continues at its current rate of greenhouse gas emissions, Arctic sea ice would regress to levels not high enough to perform its function of reflecting heat — levels that can be reached as early as September 2044","Protester shot dead by security forces raising the death toll to at least 350 people and around 15,000 wounded since the protests broke out on October 1 in Baghdad","China is warning Europe not to launch a “carbon border tax”, which would probably raise the price of Chinese goods in Europe - China says CO2 border tax will damage global climate change fight","Hello! We are two reporters, Bethany Allen-Ebrahimian and Scilla Alecci, who worked on ICIJ’s China Cables investigation into the mass detention and surveillance of minorities in Xinjiang. We're here to answer your questions about the investigation and what we found!",TikTok blocks teen who posted about China's detention camps,‘Men Too’ — bill seeking to recognise males as rape victims passes second reading at senate in Nigeria - TheCable,Trump administration to cut its financial contribution to NATO,Hundreds back on Hong Kong streets for lunchtime anti-government protests,"U.S. President Donald Trump poses one of the biggest challenges for the European Union because he is ""praying"" for the breakup of the bloc, European Council President Donald Tusk said. Trump has welcomed Britain's decision to leave the EU, labeling Europe a trade ""foe""","The UN all but admits we will probably pass the 1.5°C point of no return | Despite commitments to improve from most high-emitting countries, emissions have risen 1.5% every year for the last several years. Right now, we are on track for a world that is 3.2°C warmer than pre-industrial levels by 2100",Samoa makes measles vaccinations compulsory after outbreak kills 32,Newly leaked documents threaten to shatter China's entire Xinjiang defense,Boris Johnson campaign hit after 'secret plan to sell off NHS' revealed by Jeremy Corbyn - follow live updates,UK: Record number of people register to vote on deadline day after huge last-minute spike,Corbyn reveals secret documents that 'confirm Tory plot to sell off NHS in US trade talks with Trump'
2019-11-29,0,"Ridicule and disbelief as Boris Johnson insists he's never told a single lie in his whole political career - 'He was sacked twice for lying. So when he says he has never lied, he’s literally lying,' says Liberal Democrat Jo Swinson",David Attenborough brands Boris Johnson ‘shameful’ for skipping climate change TV debate,UK force leaders want Prince Andrew stripped of military titles,BBC News: London Bridge sealed off after reports of gunfire,"Canadian politician breaks silence: China detained me, is interfering ‘in our democracy’ - Veteran Chinese-Canadian politician reveals authorities at Shanghai airport in 2015 accused him of “endangering national security” before cancelling visa and ordering him to fly back to Canada",Boris Johnson refuses to say how many children he has,Thousands in Hong Kong celebrate at ‘Thanksgiving’ rally after US legislation backs supporters,Deutsche Bank exec who agreed Trump loans commits suicide,"TikTok, Huawei helping China's campaign to repress Uighurs: report","‘Generation Greta’ - Angry youths put heat on climate talks: 'Hundreds of thousands, if not millions, of mostly young people are expected to rally in cities around the world Friday to demand that governments step up their efforts to curb climate change'","Critically endangered Sumatran orangutan found alive after being shot 24 times. Just a few thousand individuals remain in northern Sumatra, as palm oil plantations have decimated habitat.","Black Friday sales contribute to waste and overconsumption, a group of French lawmakers have said, arguing that the annual retail extravaganza should be banned.","Vancouver hikes empty homes tax by 25 per cent - Since the empty homes tax was launched in the 2016, city hall has collected nearly $40 million in tax revenue to fund several affordable housing initiatives.",Black Friday protesters shut down Amazon warehouse in protest at global mega-sale claiming it ‘harms the planet',Trump Administration grants 45% fewer U.S. visas to visitors from China,"Europeans fear climate change more than terrorism, unemployment or migration","Wary of China, Germany plans rapid state intervention to protect key industries - Reuters","In possible climate breakthrough, Israel scientists engineer bacteria to eat CO₂",Domain extension .org has been sold for US 1.35 billion to a private equity company and price caps have been removed.,New Sri Lanka government wants to undo deal to lease port to China for 99 years,Farmer Paints Dog to Look Like Tiger to Scare Away Raiding Monkeys in Karnataka,"Hong Kong police to end siege, return campus to Polytechnic University","Son of slain Maltese Panana Papers Journalist Daphne Caruana Galizia leads impromptu protest against suspect release: The Prime Minister of Malta instructed police to release Schembri, his best friend, after his own doctor confessed to helping him cover up the murder.",Iraqi Prime Minister Adil Abdul Mahdi will resign after nearly two months of anti-government protests,Wealthy US donors gave millions to rightwing UK groups
2019-10-31,1,"Syrian Kurdish leader says Turkish attacks continue, contradicting Trump administration claims",Orangutans 'will be extinct within 10 years',At least 71 dead after cooking stoves explode on Pakistan train,"After US recognition, Turkish politician suggests naming children after perpetrators of Armenian Genocide","Saudi student, 20, who filmed himself raping a teenage girl won't spend a day in Adult jail",Son and close advisor of Brazilian President threatens a military dictatorship if the Brazilian people go to the streets like in Chile,Measles makes body 'forget' how to fight infection,Dozens of Boeing 737NG jetliners grounded worldwide due to cracks,Record 45 Million People in Southern Africa Facing Food Crisis: U.N. Agencies,"Congress, grappling with tainted Chinese drugs, is baffled by the lack of FDA oversight in the U.S. pharmaceutical supply chain: ""Unless Congress passes new legislation, the FDA can't demand this information from drug makers""",Spain offers to host climate summit in Madrid,"Buyer beware – Chinese military arms are low quality, says US official",Islamic State vows revenge against U.S. for Baghdadi killing,Why US teachers have been walking out of schools,"Greek police bust drug ring with € 5m worth of cocaine in their possession| ""The Albanian criminal, who travelled frequently throughout Europe, did not resist arrest when officers closed in on him. According to accounts, when the officers found him he said: “congratulations, you got me”.",Five hundred goats save the Ronald Reagan library from wildfires,"'China still has parts of J&K, Ladakh,' reminds India as Beijing opposes bifurcation of state",Liberia's child soldiers: 'I know I killed people',"Israel approves more than 2,300 settler homes: NGO | News , Middle East",Border Crisis in Nigeria Fuelled by rice.,Trump says UK Labour leader Corbyn would be so bad for Britain,Where has Brazil's mystery oil spill come from?,Is a new Arab Spring unfolding in the Middle East?,Pentagon releases video of raid that killed ISIS leader Abu Bakr al-Baghdadi,The deadly people-smuggling trail leading to France
2019-12-02,1,London Bridge victim's father condemns 'beyond disgusting' Boris Johnson for using son's death for political gain - 'Don’t use my son’s death to promote your vile propaganda. Jack stood against everything you stand for',Grandmother dumps burnt remains of home at Australian Parliament House in climate change protest,"Sir David Attenborough says it’s ‘too late’ to reverse climate change | 11-year-old had written in to ask what the worst thing to happen in his life would be ‘if we don’t tackle climate change’. Sir David replied: ‘I think civil unrest on a great scale, and mass migration on a great scale.""","Arnold Schwarzenegger says environmental protection is about more than convincing Trump: ""It's not just one person; we have to convince the whole world.""","'Getting, But Waiving, Due Process': Despite Cries of Unfairness, Trump Refuses Impeachment Hearing Invite: ""If he has a defense, we on House Judiciary—along with the American people—are eager to hear it,"" said Rep. Jayapal.",Trump caught blatantly lying about Ukrainian President Volodymyr Zelensky ‘exonerating’ him in new interview,Prince Andrew accuser asks public to 'stand beside her',"A 15-year-old boy was told to “hold your dick and lift your balls up and show me your gooch” and a police officer “ran his hands around” the buttocks of a 17-year-old during two of 25 potentially illegal strip-searches conducted at an underage music festival in Sydney, an inquiry has heard.",Facebook rejects twice a swiss companies' ad of two men kissing to spread awareness on world-aids day,The Polish chef who fought the London Bridge attacker with a narwhal tusk was stabbed five times as he fought attacker one-on-one for about a minute before two others intervened and chased the attacker onto London Bridge.,China accused UN human rights chief of “inappropriate” interference in the country’s affairs after she called for investigations into alleged police brutality in Hong Kong.,Scientist who helped develop new drug for ovarian cancer donates all profits to charity,‘That’s not how this works’: Trump buried for crying ‘hoax’ after refusing to send attorney to his impeachment hearing,Hong Kong protests: over 380K people rally in Hong Kong,"Devin Nunes was directly involved in the push for Biden Ukraine investigations: Lev Parnas, an associate of Rudy Giuliani, says he helped arrange meetings between Nunes and Ukrainians.",China Targets Uighur Mosques to Eradicate Minority's Faith,Donald Trump Jr. Scolded for Blaming 'Political Correctness' for London Terrorism: 'Your Dad's Policies Released a Prison Full of ISIS Fighters',Hong Kong Democracy Slogans Heard at Mainland Chinese Protest,"Thousands took to the streets across Poland on Sunday to show solidarity with judges after one was suspended for questioning the ruling party’s judicial reforms, in a sign that concerns over the rule of law will mark its second term in power",Amazon warehouses are ‘cult-like’ sweatshops run by robots: ex-employee,Researchers Find A Remarkable Ripple Effect When You Give Cash To Poor Families,Critics call China's mandatory facial recognition tech in cell phones a 'wake up call',Woman tells BBC she was forced at 17 to have sex with Prince Andrew,"Donald Trump announces steel and aluminum tariffs for Brazil and Argentina in tweet, criticizes US Federal Reserve for strong dollar",Ukrainian politician’s three-year-old son killed in assassination attempt. Oleksandr died in an ambulance on way to hospital
2019-12-03,0,"Trump says ""I don't know Prince Andrew"" but photos say otherwise",New Zealand government bans foreign donations to political parties and candidates.,"France's president just fact-checked Trump in real time -- Trump claimed again that ISIS prisoners being held in Syria are ""mostly from Europe."" This assertion has been repeatedly contradicted by Trump's own officials.",Macron Uses Toddler Reverse Psychology Trick to Fool Trump Into Supporting NATO,UK: Tory minister admits the US will be able to increase the prices of Drugs bought by NHS after Brexit,"Trump Says He’ll Stay Out Of UK Election – Then Immediately Backs Boris Johnson, Brexit",US Navy ‘invited’ to go to Taiwan and ‘have fun’ after Beijing bans port visits to Hong Kong,"Prince Andrew's bombshell email to Ghislaine Maxwell uncovered. ""Got some specific questions to ask you about Virginia Roberts""",Iceland puts well-being ahead of GDP in budget,Putin approves law targeting journalists as 'foreign agents',Huawei faces online storm in China over employee treatment. 13-year employee was detained by police on an extortion charge for 251 days after asking the company for a severance payment when he was laid off.,Prince Andrew will be forced to speak to FBI if he ever steps foot in the US,"'Black wall' of redacted pages as UK fracking report finally released - People will wonder why there is so much the government wants to conceal, says Greenpeace",New Zealand moved to ban large foreign political donations and misleading social media advertisements Tuesday amid concerns about offshore interference in next year's general election,The FBI says the photo-editing app that went viral this summer is a 'significant counterintelligence threat' because of its ties to Russia,Nato summit: Donald Trump says 'we would be in World War Three if it wasn't for me',U.N. investigator: World has not done enough over Khashoggi killing,"Alan Turing, World War Two codebreaker and mathematician, will be the face of new Bank of England £50 note",New Zealand Government plans to pass legislation under urgency to ban foreign political donations over $50 and require parties to include a certification on all their advertising so it doesn't get confused with fake ads,"Trump can't block banks from releasing his financial records, court rules. Capital One and Deutsche Bank subpoenaed to hand over president's family records as part of investigation into foreign influence and money laundering.","Earth close to 'point of no return' with climate change, UN secretary general warns | Continued inaction would be ‘betrayal of our entire human family and all generations to come’, says Guterres","Leaked NHS document reveals government plan to use cheaper staff to fill nurse vacancies. Internal NHS plan reveals 10,000 less qualified staff will be recruited to reduce demand for registered nurses in the NHS.",Boris Johnson said patients should be charged to use NHS services,"-“Only a bunch of fanatics deny climate change"" Pedro Sanchez - President of Spain.","General election: Corbyn calls out ‘UK’s five worst employers’ as he launches workers’ manifesto - Naming the companies – Amazon, Uber, Asda, Sports Direct and outsourcing giant ISS – the party said it will take on the “bad bosses” with its newly published work manifesto."
2019-12-04,0,Massive Leak of Data Reveals Money-Hiding Secrets of Superrich—and This Is 'Only the Beginning',"Trump calls Trudeau 'two-faced', cancels press conference and leaves Nato summit early after video of world leaders making fun of him",Trump caught on microphone congratulating himself about his Trudeau attack: 'That was funny when I said the guy's two-faced',629 Pakistani girls sold as brides to China,Boris Johnson abruptly shuts down press conference after being asked if he had spoken to Donald Trump about ruling the NHS out of a future US/UK trade deal.,"Trudeau, Macron and Johnson caught on camera making fun of Trump. ‘You just watched his team’s jaws drop to the floor,’ Trudeau heard saying in candid exchange","Graham says he's '1,000% confident' Russia meddled in 2016 US election -- not Ukraine","Man, who worked for 13 years for Huawei, illegally detained for 251 days for demanding severance pay. In shock, his father died, while he spent months languishing in Chinese prison.",Documents Reveal 'Toxic Trump-Johnson Deal' Post-Brexit Would Allow US Pharma Industry to Send NHS Drug Prices Skyrocketing,Germany suspects killing of Vladimir Putin opponent in Berlin was 'Skripal-style Russian assassination',"Climate change to steer all New Zealand government decisions from now on - A climate change “lens” will now be applied to all major decisions made by the government, New Zealand’s climate change minister has said, as floods and bushfires wreck havoc around the country in the first week of summer.","Climate models have accurately predicted global heating, study finds | The findings confirm that since as early as 1970, climate scientists have had a solid fundamental understanding of the Earth’s climate system and the ability to project how it will respond to continued increases in emissions",Boris Johnson claimed children of working mothers 'more likely to mug you',‘He Showed Us Life’: Japanese Doctor Who Brought Water to Afghans Is Killed,House Dems' report: Evidence against Trump is 'overwhelming',"Breast Cancer Linked to Permanent Hair Dye and Chemical Hair Straighteners in Study of Almost 50,000 Women",Leaked document reveals US drug firms are pushing Trump to target the NHS after Brexit,'A Damning Indictment': Global Poll Shows 71% Support Regulation of Tech Giants to Protect Data Privacy,Jewish graves in France defaced with Nazi symbols,"U.S. allies, tired of flattering Trump, now mock him",Anger in China as US House passes Uighur crackdown bill,"US drug firms say it will be easier to hike prices to NHS after Brexit, document reveals. 'It should prove easier to overcome these challenges with the UK as an individual negotiating partner'.","The US House has passed a bill to counter what it calls ""arbitrary detention, torture, and harassment"" of Uighur Muslims in China.","Andrew Neil reveals Boris Johnson is still dodging interview, with just a week until election - The prime minister has been accused of trying to dodge an encounter with the broadcaster - widely viewed as TV's toughest political interrogator - ahead of the 12 December poll.",Mid-sized American companies are already moving away from China
2019-12-05,1,Impeachment to go ahead,"Trump has met the standards for impeachment, legal scholars testify in historic hearing",Subway sues journalists for reporting its chicken is only 50% chicken—and loses,Even 50-year-old climate models correctly predicted global warming,"A man arrested in Russia is accused of building a fake border with Finland 15 miles from the real one and charging migrants $11,000 to cross it",Boris Johnson refuses to rule out no-deal Brexit and abruptly ends press conference,"Rudy Giuliani, Under Investigation for Ties to Ukraine, Takes a Trip to Ukraine","Boris Johnson likens leaked documents showing US in talks about NHS to 'photos of UFOs'. Prime minister says election campaign 'not the time' to talk about his past comments about Muslim women, gay men, single mothers and the working-class.",White House Blocks Senate Resolution on Armenian Genocide for Third Time,"Trump claims he doesn't know Prince Andrew, but once called him 'a lot of fun'","Major UK banks are ""threatening"" humanity by collectively propping up the global coal industry with almost £25bn in “life support”, new data has revealed.","Pakistan halts investigation into sale of 629 brides to China 'because of financial ties to Beijing' - The biggest case against traffickers has fallen apart, with a court in Faisalabad acquitting 31 Chinese nationals charged in connection with trafficking.",20-year-old rape survivor on her way to court was kidnapped and set on fire by the same men that raped her,North Korea threatens to resume calling Trump ‘dotard’,"Jonathan Turley, a law professor who appeared as a Republican impeachment witness, made a number of claims that directly contradicted his previous statements and testimony.","People who have not been vaccinated against the measles virus must mark their homes with red flags, Samoan officials announced. government The decree comes amid a devastating outbreak of measles that has killed 60 people, 52 of which were in children aged 0 to 4 years old.",Guiliani Meets With KGB in Budapest,"Justin Trudeau met with Trump to explain the 'context' of a joke he made about him with NATO leaders, but stopped short of apologizing","AOC and Bernie Sanders urge UK to ‘cherish and protect’ NHS: ‘It could take generations to regain’. The US pays roughly twice as much as the UK for healthcare, for worse outcomes and heavy bills that land on consumer shoulders","Brexit one of most spectacular mistakes in EU history, says Tusk",New swarm of pro-China Twitter bots spreads disinformation about Xinjiang,"One of the US top constitutional experts unloaded on Trump in Wednesday's impeachment hearing, saying he committed 'impeachable high crimes' and abused power","France paralysed by biggest national strike in years — Nationwide strike across France. School and transport workers joined by police, lawyers, and hospital and airport staff. General walkout could include millions of people. Workers angry at being forced to retire later or face reduced pensions.","Rape without violence ‘should be legalised’ and victims should ‘co-operate’, says indian filmmaker. Daniel Shravan also said that women should carry condoms in preparation for being raped as he tried to explain why ‘non-violent’ sex attacks should be legalised.",Joe Biden uses clip of Boris Johnson ‘laughing’ at Trump in 2020 election advert. Democratic frontrunner says world leaders see president as 'dangerously incompetent'.
2019-12-06,1,Jeremy Corbyn releases leaked government documents that show Boris Johnson 'lied about Brexit deal',"Arab princes' representative who illegally funneled $1 million to Trump inauguration also illegally funneled $3.5 million to Clinton campaign and boasted about his access to both candidates, according to new indictment","Anti-vaxxer arrested amid measles crisis (63 killed 4,300 infected)",Giuliani Meets KGB-Trained Ukrainian Lawmaker to Discuss Biden Investigation.,Indonesian journalist blinded during Hong Kong protest takes legal action for police to name officer who shot rubber bullet - She has applied to the High Court to force the police commissioner to disclose the identity of the officer who fired the shot,Records Show Trump Used Phones Vulnerable to Foreign Spies ‘All the Time’,"Nazi 'history repeating itself' in China - A leading activist says China's Nazi-style treatment of its Uighur population is ""history repeating itself"", and has called on Australia and other Western democracies to force change by leveraging trade partnerships",John Major breaks Tory ranks as he urges young voters to stop Boris Johnson's Brexit plan,Boris Johnson cancels speech after five protesters turn up,"UK Tory election candidate says disabled people should be paid less as they ‘don’t understand money’ - As she was speaking, a member of the audience can be heard shouting: “I’m autistic, and I want to get paid for the work I do” while another person shouts “how patronising, how dare you”.",China has its own Hong Kong protest game that lets you beat up activists,"Edward Snowden: ""If I came back to the US I would likely die in prison.""","Trump 'routinely' made sensitive calls on lines open to Russian surveillance, White House officials say. 'Paranoid' president would use private mobile so staff wouldn't know who he was talking to.",88% of Conservative ads on Facebook 'misleading',"As a 23-year-old woman in India was heading to testify against a man who allegedly raped her, a group of men that she says included her rapist attacked her and set her on fire. It's yet another horrifying incident in a country grappling with high levels of sexual violence against women.","Measles Cases Up 1100% in Americas Since 2000, But Down Globally by 66%","Thousands die in Japan due to overuse of antibiotics, research shows","'People Here Will Start Dying': Dire Warnings as Stranded Refugees Freeze in Hellish Conditions Near Bosnia-Croatia Border | The conditions of the refugee camp are being decried as ""not for human beings"" as officials demanded immediate relief for those languishing there.","Borneo's final Sumatran rhino dies, brings species to extinction in Malaysia",Prince Philip and Prince Charles Reportedly Told Prince Andrew His Royal Career Is Over,Apple and Samsung smart phones exceeded FCC radiation levels by up to 500%,Gilead Exploited Patent System By Delaying Development Of Safer HIV Drug In Order To Reap Profits,"Israeli-based group uses Facebook to spread disinformation to more than a million followers around the world, singling out Muslim US congresswomen",Boris Johnson’s Brexit envoy to US resigns with furious attack on government ‘peddling half-truths’. Alexandra Hall Hall says civil servants being asked to be not ‘fully honest’ with the public.,"NATO-Linked Researchers Bought Fake Social Media Engagements To Test How Facebook, Twitter And Google Combat Manipulation. The Companies Failed."
2019-12-09,0,"Far-Right Terrorism Has Increased 320 Percent in Just 4 Years, Extremism Watchdog Warns","Boris Johnson takes private jet to fly 25 minutes from Doncaster to Darlington, despite train taking just 53 minutes","DOJ Inspector General Releases Report, finding that the FBI Investigation of Trump was justified and untainted by political bias",Documents prove Japan forced Australian women to be wartime sex slaves,'Staggering' New Data Shows Income of Top 1% Has Grown 100 Times Faster Than Bottom 50% Since 1970,"Boris Johnson refuses to look at photo of child on hospital floor, takes reporter's phone and puts it in his pocket",Boris Johnson defended banning gay people from joining the military in shocking article,China claims without providing evidence that all Muslims it detained in re-education camps have ‘graduated’ and are happy. ‘Where is my sister then? Why isn’t she coming home?’ asks prominent activist.,"U.S. officials systematically misled the public about the war in Afghanistan, according to internal documents obtained by The Post","Boris Johnson depicted Jews as controlling the media and being able to “fiddle” elections in a little-known 2004 novel written while he was a Tory MP, it has emerged.","Evidence of Trump's wrongdoing 'is overwhelming', say Democrats as they lay out final impeachment case. 'It’s all irrelevant, it’s all a show because they can’t argue with the facts,' Democrat says of Republicans.",Firms withdraw from China on worsening business conditions,"Fix climate crisis because Earth is all we've got, Physics Nobel prize winner says",Dutch woman who leaked China's secret cables on muslim oppression is going public to stop China's death threats,Australia’s democracy has been downgraded from ‘open’ to ‘narrowed’,"Volcano Erupts on White Island in New Zealand, reports of injuries","Internal Justice watchdog finds that Russia probe was justified, not biased against Trump",China’s library officials are burning books that diverge from Communist Party ideology,"Food banks now outnumber McDonald’s in Britain , research shows",UK Tories produce ‘deeply dishonest’ election leaflet imitating National Health Service prescription with barely visible mention of party name - 'Highly deceptive’ advert condemned as 'behaviour that makes people lose faith in politics’,Boris Johnson says he will stop immigrants from treating Britain 'as their own country',"Tens of thousands of people have signed a petition calling for funds set aside for New Year’s Eve fireworks displays around Australia to be spent on bushfire relief. Sydney Lord Mayor Clover Moore said there would be ""little practical benefit"" to cancelling the city's event this year.",TikTok slammed for removing Indo-Pakistani same-sex couple's pictures from India and Pakistan | The Express Tribune,Australian paedophiles pay as little as $15 for online abuse of children in Philippines. Australian federal police say livestreaming of children performing sexual acts marks ‘alarming shift’,AP News: Russia probe report finds no evidence of political bias
