Date,Result,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25
2020-09-09,0,Teenagers sue the Australian Government to prevent coal mine extension on behalf of 'young people everywhere',"Nova Scotia woman, trying to stop husband from medically assisted death, denied stay motion | ""The Supreme Court of Canada decided that medical assistance in dying is a constitutionally-protected right""","Australian scientists say they are prevented from speaking openly about their work and their advice is being suppressed by government and industry when it comes to the impact of logging, mining, land-clearing and the climate crisis, new research suggests.","Report: Trump confided in his lawyer that apartheid-era South Africa had been ""beautiful"" and that Mandela had ""f***** the whole country up.""","'If Belarus protests succeed, Russia will be next' warns Lukashenko","‘Doomsday glacier’ in Antarctica melting due to warm water channels under surface, scientists discover","Zimbabwe bans coal mining in Hwange and other game parks, home to more than 40,000 elephants and numerous other species, including the endangered black rhino",Belarusian opposition leader Maria Kolesnikova held on suspicion of state treason,Ex-VW CEO to face charges of organized commercial fraud,U.S. Coronavirus Situation Too 'Unstable' for Putin U.N. Visit: Russia,"Australian scientists say logging, mining and climate advice is being suppressed",'Play it down': Trump admits to concealing the true threat of coronavirus in new Woodward book,"Angry Pakistanis Are Demanding Justice For Gul Panra, A Transgender Activist Who Was Murdered In Peshawar",Fracking company sues Slovenia over ‘unreasonable’ environmental protections,Court sentences Christian man to death over blasphemous texts in Pakistan,China says Australian TV anchor detained on 'national security' grounds,Human rights coalition calls on IOC to 'reverse its mistake' in awarding Winter Games to China,Oxford vaccine trial on hold because of safety issue,Russian 'Cossack soldiers' hunted down LGBT+ folk during Pride week. They wound up targeting straight people,Utah Police shoot fleeing autistic 13 year old after being called by his mother to help take him to hospital,PUBG owner cuts ties with Tencent after India ban,Myanmar soldiers confess to Rohingya massacre: 'Shoot all that you see',Oxford coronavirus vaccine trial on hold over 'potentially unexplained illness',"U.S. prepares orders blocking cotton, tomato imports from China's Xinjiang over forced labor",U.S. govt-linked PR firm ran fake news networks for right-wing Latin American regimes
2020-09-10,0,"Natural world being destroyed at rate ‘never seen before’, WWF warns as report reveals catastrophic decline of global wildlife",Harry Dunn's family sues American diplomat's wife over fatal 2019 collision,Mexican journalist who wrote about crime found beheaded,Ukrainian church leader who called Covid-19 'God's punishment' for same-sex marriage tests positive for virus,Trump tweets about Kim Jong-un after Woodward book reveals dictator told president he murdered his uncle,Scientists: Climate Change To Blame For Extreme Weather This Year,Anger in China as doctor who died of Covid-19 omitted from citizen awards,Humans behind 70% fall in world's Wildlife over last 50 years,World wildlife plummets more than two-thirds in 50 years: index,"Microsoft warns Russia, China and Iran targeting US election",Emails show HHS official trying to muzzle Fauci,Harry Dunn's family sues American diplomat's wife over fatal 2019 collision,Belarus opposition politician told she would be deported 'alive or in bits',New video shows Myanmar soldiers confessing to mass murder,"Motorcycle rally in South Dakota (August 2020) led to an estimated 266,000 covid cases and $12B public health costs","The U.S. and North Korea were so close to nuclear war, Mattis frequently prayed in church, Woodward says","UK 'operates double standards' on banned pesticides: The UK approved the export of more than 32000 ts of banned pesticides in 2018, according to environmental campaign group Greenpeace. Under EU law,firms are still permitted to make and export chemicals whose use is restricted within the bloc itself","China is bullying Australia, says global coalition of MPs",Ukrainian church leader who called Covid-19 'God's punishment' for same-sex marriage tests positive for virus,"President Xi Jinping is facing widespread opposition within his Communist Party, insider claims","Disney's Mulan was partially filmed in Xinjiang, leading to fresh boycott calls","A Mysterious Crater Suddenly Opened Up in the Arctic Tundra: Mysterious craters have been popping up in the Arctic tundra in recent years, and the latest example is 50 meters deep.","World faces 'unraveling' of nature with 'unprecedented' rate of species decline, WWF report finds",Germans more afraid of Donald Trump than the coronavirus,Twitter permanently suspends QAnon account belonging to friend of Scott Morrison for 'harmful activity'
2020-09-11,1,Amazon accused of price gouging on essential items in early days of pandemic,"'This is over the top': Lindsey Graham and Mick Mulvaney 'begged' Trump not to kill Iran's top general, but 4 days later he did it anyway, according to Woodward's new book","Trump Twitter Account Hacked by Dutch Hackers With The Password ""Yourefired""","China strategically dehydrated Laos, buried it under loans and now controls its national electric grid",Singapore jails Taiwanese woman 11 weeks for purposely sneezing at a security guard after she was denied entry into a shopping mall,Japan's Defense Minister: China not a ‘concern’ for Japan. It is now a ‘security threat’,North Korea 'executes five Economic Ministry workers after they criticised Kim's policies at a dinner party',"Animal populations worldwide have declined nearly 70% in just 50 years, new report says",Nigeria's Kaduna State passes law to castrate child rapists,"Drinking Until You Pass Out Is Linked to Doubled Risk of Dementia, Huge Study Reveals",Trump administration secretly withheld millions from FDNY 9/11 health program,Trump administration accused of siphoning money away from 9/11 fund,"New UN Report Recommends ICC Investigate Possible War Crimes by All Sides—Including US-Backed Coalition—in Yemen. ""Yemen has been ravaged in ways that should shock the conscience of humanity,"" said one of the report's authors.",Japan and India sign military supply-sharing pact,Italian flat earthers saved by migrant rescue vessel off the coast of Lampedusa 'after sailing to see the edge of the world',The coronavirus may have reached Los Angeles even before China announced its outbreak,"Musa Lomaev, Critic of Vladimir Putin’s ‘Foot Soldier’ Ramzan Kadyrov, Says He Survived a Suspected Assassination Attempt in Finland",Scientists are seeing an 'acceleration of pandemics': They are looking at climate change,China would rather see TikTok U.S. close than a forced sale. Chinese officials: “would make China appear weak”,"France has recorded almost 10,000 new coronavirus cases in 24 hours, marking its highest single-day count since the start of the outbreak.",Tribe expert dies after being shot near the heart with an arrow by an uncontacted group,Colombian capital explodes in anti-police riots after tasered man dies,Poland plans $40bn nuclear push to cut reliance on coal,Martin Hairer takes $3m Breakthrough prize for work a colleague said must have been done by aliens.,Chinese tycoon who called President Xi a 'clown' 'faces corruption trial'
2020-09-14,0,Anyone refusing to wear a mask is made to dig graves for Covid-19 victims as punishment in East Java,"Man in induced coma after 'sickening' head stomp during arrest, lawyer says",Israel will shut down the nation for three weeks to contain the spread of COVID-19,"China has Been Doing ‘Mass Surveillance’ on Millions of Citizens in US, UK, Australia and India",US halts imports from China’s Uighur region for forced labor,"Germany says French, Swedish labs confirm Navalny's Novichok poisoning",Potential sign of alien life detected on inhospitable Venus,"Teenager issued with huge £10,000 fine for hosting house party",Scientists express outrage over White House appointees' meddling with coronavirus information in weekly CDC reports: 'Outright egregious',Jewish extremist gets 3 life terms for killing Palestinian family in 2015 arson,Time ‘is rapidly running out to save oceans’: Protecting at least 30% of oceans by 2030 is critical to prevent the collapse of Earth’s life-support system,Johnson faces rebellion over plan to break Brexit treaty,"Evidence of global Chinese spy network discovered - including Europe, UK, Canada, Australia, US.",Northern hemisphere breaks record for hottest ever summer,Mexican farmers occupy dam to stop water payments to the United States,"Netanyahu used doctored video of Abbas to influence Trump's policy, Woodward reveals",S. Korean politician charged with embezzling funds for victims of Japan's wartime sexual slavery.,US woman faces hefty fine after 'causing coronavirus outbreak in Bavaria',Russian paramedics' accounts challenge Moscow's explanation for Navalny's coma,Brexit: Boris Johnson’s special envoy and Tory MP resigns from government after amended bill breaks law,"Facebook Is Turned Blind Eye To Global Political Manipulation, According To Whistleblower",Whistleblower: There Were Mass Hysterectomies at ICE Facility,Europe’s Industrial Hemp Association Is Pushing Back Against The EU Commission’s ‘Conclusion’ That CBDs Are ‘Narcotics’,Gresik residents made to dig graves as punishment for not wearing face masks - National,US Ambassador to China stepping down as tensions with Beijing rise
2020-09-15,1,Health officials worldwide are receiving death threats because of their work to educate the public and stop the spread of COVID-19,World fails to meet a single target to stop destruction of nature – UN report,"The number of people over 100 years old in Japan has gone over 80,000 for the first time, and 88% of them are women","Jewish settler in West Bank sentenced to life for killing 3 Palestinians, including toddler","Beijing Winter Olympics 2022 should not be held in China, human rights groups say",'Huge Victory for Net Neutrality': Top EU Court Rebuffs Zero-Rating Schemes — The open internet win comes from the Court of Justice of the European Union's first-ever interpretation of the EU's 2015 net neutrality law,‘Like an Experimental Concentration Camp’: Whistleblower Complaint Alleges Mass Hysterectomies at ICE Detention Center,"Scientists say an enormous chunk of Greenland’s ice cap, estimated to be about 110 square kilometers (42.3 square miles), has broken off in the far northeastern Arctic. They see it as evidence of rapid climate change.","Humanity is at a crossroads and we have to take action now to make space for nature to recover and slow its ""accelerating decline"", according to a report by the UN Convention on Biological Diversity.",U.S. Image Plummets Internationally as Most Say Country Has Handled Coronavirus Badly,"Ice detainees faced medical neglect and hysterectomies, whistleblower alleges","Canada to unveil retaliatory action today for 'unjust' U.S. aluminum tariffs: Trudeau - The government had said during the summer that unless the U.S. dropped its latest round of aluminum tariffs, Canada would impose $3.6 billion in counter-measures.","Trump to Woodward: The virus is ""so easily transmissible, you wouldn't believe it""",LEGO To Phase Out Single-Use Plastic Packaging,World fails to meet a single target to stop destruction of nature – UN report,"South Korean church blamed for mass infections to sue government over what it called harm to the public done by ""COVID-19 fraud.""",Foreign Covid workers in France to be fast-tracked for nationality - The French government has sent a directive to local officials to “recognise the work of foreign workers during the lockdown” by speeding up their naturalisation.,'Venus is a Russian planet': Russian space agency announces national effort to explore Earth's twin,Experts call on Canadian universities to close off China's access to sensitive research - Former Canadian Security Intelligence Service director says China views Canada as an 'easier target',Pakistani Prime Minister suggests chemical castration for rapists,"America's reputation among some allies has fallen to its lowest point in nearly two decades, according to a global survey",ICE Whistleblower Complaint Alleges ‘Uterus Collector’ Doctor Performed Mass Hysterectomies,"Donald Trump Touts Relationships With Erdogan, Putin, Kim In Newly-Released Audio Recording: 'The tougher and meaner they are, the better I get along with them'",Boris Johnson's US trade deal hopes face new blow as peers set to block chlorinated chicken imports: Lords to slam brakes on watering down of food and animal welfare standards – demanded by Washington – to stop UK being sold ‘down the river’,Europe said ‘never again.’ Why is it silent on Uighur genocide?
2020-09-16,1,"Barbados to remove Queen Elizabeth II as head of state and declare republic - ‘The time has come to fully leave our colonial past behind,’ says PM",Steve Bannon Is Behind Bogus Study That China Created COVID,"Indian politician who claimed bathing in mud and blowing a conch shell provides immunity, tests COVID-19 positive","In A Complete Fluke, A European Spacecraft Is About To Fly Past Venus – And Could Look For Signs Of Life",H&M cuts ties with Chinese supplier over accusations of 'forced labour',"Archeologists find remains of syphilis-infected Europeans that pre-date Columbus, challenging the theory that he introduced the disease to Europe","For the first time in almost 50 years, the Atlantic Ocean has five tropical cyclones simultaneously.",EU: 'We don't recognise Lukashenko as legitimate president',The US “War on Terror” Has Created at Least 37 Million Refugees,"Japanese prime minister Shinzo Abe resigns, clears way for successor","Trump Lifts Aluminum Tariffs, Caves Once Again To Canada's Deputy Prime Minister Freeland",Smoke from the US West Coast wildfires has reached Europe,"EU doesn’t recognize Lukashenko as president of Belarus, says European Commission Vice President",An Aboriginal man is suing the Australian government for more than $4 million for false imprisonment and trying to deport him to New Zealand.,Twenty-nine German police suspended for sharing pictures of Hitler,John Boyega quits perfume brand Jo Malone after being replaced in Chinese commercial,UN warns world is failing on all targets set to save nature,"Dark hair was common among Vikings, genetic study confirms",Eight people in Indonesia refused to wear face masks. They were ordered to dig graves for COVID-19 victims as punishment.,Scientists prepare human trials of 'bionic eye' which links directly to a chip in the brain and could cure blindness - and beat Elon Musk's Neuralink to market,Outrage as Nigeria sentences 13-year-old boy to 10 years in prison for blasphemy,"Whistleblower Says Facebook Ignored Global Political Manipulation: A 6,600-word internal memo from a fired Facebook data scientist details how the social network knew leaders of countries around the world were using their site to manipulate voters — and failed to act.",Heatwave shatters September records in western Europe,Trump less trusted internationally than Putin and Xi after Covid-19 response,Hate Speech on Facebook Is Pushing Ethiopia Dangerously Close to a Genocide
2020-09-17,0,Pakistan's prime minister calls for rapists to be hanged or castrated after mother gang-raped,"Russia seeks to stop Biden from winning election, FBI chief says","Doctors horrified by placentas of non-smokers in Albury, Australia that look like placentas of pack-a-day smokers due to last summer's bushfire smoke. The babies are damaged for life.",USPS had a plan to send 5 facemasks to every home in America – but the White House killed it,"‘Billionaire wealth has bounced back’: Canada’s 20 richest people saw their fortunes grow by $37 billion during COVID-19, study says","Austrian minister to Trump: 'No, we do not live in forests'",Biden warns UK on Brexit: No trade deal unless you respect Northern Irish peace deal,"Putin will try to kill Navalny again and the West will do little about it, NATO sources say","Saudi Arabia announces discovery of 120,000-year-old human footprints","The US President's personal attorney Rudy Guliani's payroll firm WorldCapital questionably received PPP loan from Signature, on which Ivanka Trump sat in the board of directors when it was approved. It's unclear if WorldCapital met the payroll requirements of the bailout program.",Navalny team says nerve agent was found on hotel room water bottle,Outrage as Sharia court in Nigeria sentences 13-year-old boy to 10 years in prison for blasphemy,"Climate change: World is getting close to exceeding temperature limit, UN report says | In the next five years, the world has nearly a 1-in-4 chance of experiencing a year that’s hot enough to put the global temperature at 1.5 degrees C above pre-industrial times, according to a new UN update",Donald Trump accused of sexual assault by former model Amy Dorris | US news,Chinese defector's study claiming that Covid-19 was manufactured in a lab was published by groups founded by former Trump strategist Steve Bannon and his billionaire Beijing exile pal,"A Chinese virologist claimed the coronavirus was 'intentionally' released. Turns out, she works for a group led by Steve Bannon.",Chinese fishing armadas stripping the ocean.,"The number of weekly coronavirus cases in Europe topped 300,000 last week – higher than during the first peak in March – triggering grave warnings from health experts.",Petition to Stop DisneyProfiting from the Uyghur Genocide #BoycottMulan,"Novichok 'found on water bottle in Alexei Navalny's hotel room' - Development suggests Russian opposition leader poisoned in Tomsk, not at airport","Chinese fishing armada plundered waters around Galápagos, data shows - Hundreds of vessels caught logging 73,000 hours of fishing in just one month in new analysis",Taiwan calls for global defence against Beijing's 'intensifying military threat',"Chinese fishing armada plundered waters around Galápagos, data shows | Galápagos Islands",Mass Extinction Event That Brought On The Age Of Dinosaurs Discovered,CCP announces plan to take control of China's private sector
2020-09-18,0,U.S. Admits That Congressman Offered Pardon to Assange If He Covered Up Russia Links,BRAZIL is burning. Thousands animals dead and the forest devastated.,"'Shocking': wilderness the size of Mexico lost worldwide in just 13 years, study finds",Outcry as super-rich Trump donor given permission to avoid Canada quarantine | World news,Facebook accused of watching Instagram users through their cell phone cameras,Taiwan scrambles jets as 18 Chinese planes buzz during U.S. visit,Settlers reportedly chop down Palestinian olive trees in the West Bank,Democrats Are Taking Their Case Against Donald Trump To Black Newspapers In Battleground States,Welsh and Scottish leaders: Johnson hasn't talked to us for months - The first ministers of Wales and Scotland have attacked Boris Johnson for failing to speak to them directly about the possibility of a new national lockdown in England.,84 percent of Canadians want war crimes probe into Israel,"Russian Media is Rooting for Civil War in America: ‘The Worse, the Better’",Facebook accused of watching Instagram Users through cameras,Canada abandons free-trade talks with China in shift for Trudeau government,H&M cuts ties with supplier after accusations of Uyghur forced labour,Brit student chained and drugged in UAE says UK close to 'giving green light' to torture,World | Trump Accused of Being a 'Pedo' After Video Shows Him Forcefully Trying to Kiss Child on the Lips,Outcry as super-rich Trump donor given permission to avoid Canada quarantine,"Canada's wealthiest one per cent hold 25.6 per cent of riches, new PBO report says",Activists outraged that sacred Chilean island is listed for sale for $20m,TikTok to be banned from US app stores from Sunday,Rare books stolen in London heist found under floor in Romania,"'Nine million Jews are better than 400 million Arabs,' Dubai deputy police chief says","Donald Trump offered Julian Assange a 'win-win' deal, court hears","Trump to block U.S. downloads of TikTok, WeChat on Sunday - officials",Clues to scale of Xinjiang labour operation emerge as China defends camps
2020-09-21,1,"World's richest 1% cause double CO2 emissions of poorest 50%, says Oxfam",Humans Wiped Out Two-Thirds of the World’s Wildlife in 50 Years,Leaked files contain more evidence of Kremlin links to one of the biggest donors to Boris Johnson's Conservative party,Leak reveals $2tn of possibly corrupt US financial activity | US news,"Pope says autistic kids are beautiful, unique flowers to God",Secret documents show how North Korea launders money through U.S. banks,Almost 40 Chinese warplanes breach Taiwan Strait median line; Taiwan President calls it a 'threat of force',Facebook Threatens to Pull Out of Europe If It Doesn’t Get Its Way,'We are terrified': Sydney man jailed in Egypt for liking a Facebook post,Official says Polish 'LGBT-free zones' have no place in EU,"There's growing concern among citizens all over the world about climate change, according to a new global poll.",Proposal would give EU power to boot tech giants out of European market,"Rio Tinto expected to destroy 124 more Australian Aboriginal sites, inquiry told",China to lose access to Swedish-owned satellites in Australia due to 'complex' relationship,New Zealanders rank climate change above Covid this election,UK plans to bring forward ban on fossil fuel vehicles to 2030,Norway to spend $1.8 billion on world's first full-scale CCS (Carbon Capture and Storage) project,"After a massive embassy drug bust, a trial is being held in secret, the Kremlin seems to be lying, and sources believe Russian agents are covering up the involvement of officials.",Baby born mid-flight given free plane tickets for life,Drought-Hit Mexicans Assert Demands That Water Sharing With U.S. Ends,Deadly Terror Networks And Drug Cartels Use Huge Banks To Finance Their Crimes.,"Trump's travel ban likely accelerated the spread of the coronavirus in the US, according to Bill Gates",New York City police officer arrested on charge of acting as illegal agent for China,Richest 1%s Emissions Twice That Of Poorest 50%,"Tokyo Olympics consulting firm paid $370,000 to IOC member's son"
2020-09-22,0,Ren Zhiqiang: Chinese tycoon who criticized Xi Jinping's handling of coronavirus jailed for 18 years,"Nobel Peace Prize laureate Malala Yousafzai says that ""there should be no compromise"" on the right to education for Afghan girls in ongoing peace negotiations between the government and Taliban militants.",COVID-19 may damage bone marrow immune cells; another reinfection reported,Nightclubs in Wuhan packed as coronavirus epicentre reports no new cases,Prince Charles calls for a 'Marshall-like plan' for the planet,China sharply expands mass labor program in Tibet,Leaks show Chelsea owner Abramovich funded Israeli settler group,"Stolen First Editions by Galileo, Newton Discovered Beneath Floor in Romania",UK Coronavirus Alert Level Raised To 4 In First Change Since June As Infections Soar,Thailand Pro-democracy leaders might face 15 years in jail for criticizing king's and the military meddling in governmental actions and coup.,Medical abuse allegations at ICE facility add to US history of forced sterilization,Turkey sentences female politician to prison for calling Erdogan ‘enemy of women’,Chinese tycoon who criticized Xi Jinping's handling of coronavirus jailed for 18 years,Macron Tells the UN to Wake Up With Swipe at the U.S. and China,"Arctic summer sea ice second lowest on record: researchers | ""The year 2020 will stand as an exclamation point on the downward trend in Arctic sea ice extent. We are headed towards a seasonally ice-free Arctic Ocean, and this year is another nail in the coffin,"" said Mark Serreze, director of NSIDC",Venezuela Faces The Real Possibility Oil Production Dropping To Zero,Anti-racism rally cancelled in Red Deer after hate groups disrupt event,"Trump said coronavirus ""affects virtually nobody,"" as U.S. surpasses 200,000 deaths",General Electric is getting out of coal power business,"Trump genes comments ‘indistinguishable from Nazi rhetoric’, expert on Holocaust says","Rapists will face surgical castration under a new law passed in a state in Nigeria, while those convicted of raping a child under 14 will face the death penalty.",World leaders and diplomats call for UK to release Julian Assange,Italy votes to slash size of parliament by a third,Italians back referendum to reduce size of Parliament by a third,China Jails Outspoken Property Tycoon Ren Zhiqiang for 18 Years
2020-09-23,1,"Putin's attempt to explain away the poisoning of Alexei Navalny to France failed badly and helped unite Europe against him, intelligence sources say",Catching flu and Covid-19 at same time almost doubles risk of death,Prince Harry urges US citizens to 'reject hate speech' and vote,"Survey finds ""shocking and saddening"" lack of Holocaust knowledge among millennials and Gen Z","Lukashenko abruptly sworn in, Belarus opposition calls for more protests",American journalist Andre Vltchek found suspiciously dead in his car in Istanbul,"Over 100 fake accounts traced to PH police, military shut down by Facebook",Alexei Navalny mocks Putin after the Russian leader reportedly suggested he poisoned himself with a nerve agent,E-cigarettes to become available as prescription-only items in Australia from June 2021: The Therapeutic Goods Administration has announced an interim decision to reclassify nicotine as a prescription-only medication,Alexei Navalny released from German hospital after 32 days,Pentagon redirected pandemic funds to defense contractors,The UK government has been heavily defeated in the Lords over a cross-party move to guarantee high food standards post-Brexit. Peers backed by a majority of 95 a change to the Agriculture Bill aimed at blocking the import of foodstuffs produced abroad at lower animal welfare standards.,The Hong Kong police now get to decide who’s a member of the press,"Using weed during pregnancy linked to psychotic-like behaviors in children, study finds (study of 11,489 children)","China using warlike tactics against Taiwan, former defence minister says",More than 450 whales stranded in Tasmania in one of world's largest recorded stranding events | Environment,"“This is no time for austerity,” Canada to build national childcare program",Man Recounts Rape By Police In Belarus,China 'coercing' Tibetans into mass labour camps,"At just 27 deaths out of 57,000 cases, Singapore's COVID-19 death rate is the lowest in the world.",'Desperate for ammunition': Trump accused of turning UN speech into election rally after railing against China over Covid,Last Hong Kong governor calls for joint effort among countries to stand up to China,"Majority of Canadians say wearing a mask during coronavirus pandemic is a civic duty: poll - As for the anti-mask protests that have happened in various parts of the country in recent weeks, 88 per cent of respondents said they opposed the demonstrations while 12 per cent supported them.",Belarus: Protests in Minsk after Alexander Lukashenko sworn in in secret,Mexico investigating reports of ICE detainee forced sterilizations
2020-09-24,0,U.S. no longer recognizes Lukashenko as president of Belarus after rigged election,"A Japanese woman running a sex worker-dispatching business sued the state on Wednesday, saying its blanket exclusion of the sex industry from a cash handout program to support small companies hit by the coronavirus is discrimination banned under the Constitution.","Trump cuts aid for pro-democracy groups in Belarus, Hong Kong and Iran","China has built 380 internment camps in Xinjiang, study finds | World news | The Guardian",EU rejects Alexander Lukashenko Belarus leader's inauguration,Trump Just Refused To Commit to a Peaceful Transition of Power,Trudeau pledges tax on 'extreme wealth inequality' to fund Covid spending plan,"Venezuela calls U.S. ""the greatest threat to world peace"" after being hit by new Iran sanctions, Cuba calls tightening embargo ""wrong policy"" in pushback to Trump's Latin America moves",Spanish Supreme Court rules food delivery riders are employees,"Male domestic abuse soars during lockdown, victims 'sleeping in cars and tents'","Canada denounces Lukashenko's inauguration in Belarus, preparing sanctions over human rights - 'Lukashenko lacks the legitimacy to be the leader of Belarus,' minister of foreign affairs Champagne said",Hong Kong activist Joshua Wong arrested on suspicion of participating in an unauthorised assembly,"New images reveal China's growing detention centre network - The Chinese government has been expanding its detention centres in the remote Xinjiang region, new satellite imagery reveals, despite Beijing’s claims that all detainees have ""graduated"" from the ""re-education camps"".","Large Danish pension fund blacklists China, due to systemic humans rights violations","Kremlin critic Navalny’s bank accounts frozen, apartment seized",Investigation launched after black barrister mistaken for defendant three times in a day - England and Wales courts head apologises after Alexandra Wilson describes having to ‘constantly justify existence’,North Korea 'killed and burned South Korean official',The EU says Lukashenko is not the legitimate Belarus president,'Enough is enough': China attacks US at Security Council,US election: Trump won't commit to peaceful transfer of power,"US firm pleads guilty to paying bribes in Brazil, Venezuela",US WWII bomber emerges from glacier in Iceland 76 years after crash,"Palm oil labor abuses linked to world’s top brands, banks",Tensions rise in Ecuador and Peru as Chinese fishing fleet moves south from Galapagos,Russia offers its untested COVID-19 vaccine for free to UN officials
2020-09-25,0,"No smoking: CEO of Philip Morris, the company that makes Marlboro, says cigarette sales may end within 10-15 years","Sir Jim Ratcliffe, UK's richest person, moves to tax-free Monaco - Ratcliffe, the founder and chief executive of petrochemicals company Ineos, was an ardent supporter of the vote leave campaign, declaring that the UK would thrive without red tape from Brussels.","Cambodia: Rat given gold medal for 'lifesaving bravery and devotion to duty' for discovering 39 landmines and clearing more than 141,000 square meters of land",Judge Rules Tucker Carlson Is Not a Credible Source of News,"""Prostitution Not An Offence; Adult Woman Has Right To Choose Her Vocation"": Bombay High Court Orders Release of 3 Sex Workers From Corrective Institution",IWOC Award of Finnish journalist Jessika Aro revoked by US State Deparment because of her critical tweets of President Trump,'Sliding towards extinction': koala may be given endangered listing as numbers plummet,Four stabbed outside former Charlie Hebdo offices in Paris,"At least three injured in knife attack outside Charlie Hebdo's former office in Paris, suspect at large",China’s $490 Million Investment In Barbados Behind Snap Decision To Remove The Queen: Tory MP,El Salvador woman freed after six years in jail following stillbirth,Microsoft will replenish more water than it consumes by 2030,Joe Rogan spreads unfounded conspiracy theory that COVID-19 started in a lab,Young people resume global climate strikes calling for urgent action,"Europe's second wave is here: France and the UK recorded their highest daily COVID-19 cases ever, and the EU warned that some countries have worse outbreaks than in March","'Very likely' COVID-19 deaths could top 2 million, WHO official warns",Greta Thunberg and youth climate protests make a return,Hydrogen-powered passenger plane completes maiden flight in ‘world first’,China blocks Wikimedia Foundation’s accreditation to World Intellectual Property Organization,Japan logs sharp rise in renewable energy output amid pandemic.,Protests intensify across Venezuela over worsening shortages.,UK considering outright ban on fur sales after Brexit,UK MP caught on tube without mask complains country is ‘like East Germany under the Stasi’:DUP politician Sammy Wilson was pictured by a member of the public without a face covering as he travelled on the tube days after the govt increased fines for failing to wear a mask on public transport to £200,"Canadian Province of Ontario slaps tighter restrictions on bars and restaurants, orders strip clubs to close",Rio de Janeiro postpones world-famous carnival over Covid-19
2020-09-28,1,Multiple 'water bodies' found under surface of Mars,"If Coronavirus Doesn't Kill Us, Climate Change Will: World Leaders Warn of Environmental Armageddon","Spain's Supreme Court rules food delivery riders are employees, not freelancers",A Uighur Woman Who Was At Risk Of Being Forcibly Sent Back To China And Detained Has Arrived Safely In The US,Sir David Attenborough has called on world leaders to do more to protect nature.,"The Houses of Parliament's bars have been exempted from the UK's 10pm coronavirus curfew - Restrictions compelling the wearing of masks, and compulsory registration for drinkers also do not apply.","The British government is planning to enforce a total social lockdown across a majority of northern Britain and potentially London, to combat a second wave of COVID-19",‘Extinction is forever’: World leaders pledge to end biodiversity loss,Covid-19 tests that give results in minutes to be rolled out across world,Crew on first post-lockdown Greek cruise contract coronavirus. Maltese-flagged vessel moored with 922 passengers onboard after 150 staff test positive,Romanian villagers re-elect mayor despite his COVID-19 death,Water on Mars: discovery of three buried lakes intrigues scientists,American tourist faces prison for negative TripAdvisor review of Thailand hotel,Xinjiang: Large numbers of new detention camps uncovered in report,"Parliament’s bars are exempt from the UK govt’s new coronavirus restrictions imposed last week, including the 10pm curfew, stricter rules on face coverings and test and trace data-gathering requirements. One Conservative MP condemned the decision to make House of Commons bars exempt as “appalling”.",Oxford moves to protect students from China's Hong Kong security law | University of Oxford,350 cases of suspected far-right sympathy found in German security forces,"The U.S. President is massively in debt. If he is re-elected, will his lenders seek to foreclose on the White House?",Parliament ends 10pm bar curfew exemption after furious backlash,Portugal records surge in racist violence as far right rises,Swiss voters approve paternity leave,‘The present administration is disastrous’: David Attenborough condemns Trump’s impact on the natural world,A Physicist Has Come Up With Math That Makes 'Paradox-Free' Time Travel Plausible,Merkel visited Kremlin critic Navalny in hospital: Spiegel,Germany names hydrogen the hero of its post-coal future
