,Date,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25
286,2020-10-13,Finland will jail men who send unsolicited 'd**k pics' under new proposals,"New Zealand's Deputy Prime Minister shuts down American Covid-19 denier at campaign event: ""We’ve got someone who obviously got an education in America""",Mexico says two women may have had non-consensual surgery in U.S. detention center,"Solar is now ‘cheapest electricity in history’, confirms IEA","Boris Johnson overruled scientists who told him to introduce a lockdown three weeks ago, while ignoring warnings that his plans won't stop the coronavirus",UN Warns that World Risks Becoming ‘Uninhabitable Hell’,Cristiano Ronaldo tests positive for coronavirus,"Tax the rich to reduce debt after recovery, IMF says","Hate crime in England and Wales hits new record as racially motivated offences rocket by 4,000",French Nantes History museum postpones Genghis Khan exhibit due to Chinese interference; refuses to showcase revised version of Mongolian history offered by China,China’s trade gap with US 43 per cent bigger than when Trump took office,Dutch researchers report first death from COVID-19 reinfection,Trudeau vows to stand up to China’s coercive diplomacy,"Man Gets COVID Twice, Second Time More Severe",Microsoft attempts to disrupt Russian criminal botnet Trickbot,‘Long time coming’: Experts support push for Royal Commission into Murdoch media,Amazon faces strikes in Germany on busy Prime Day,'A Conspiracy to Kidnap’: U.S. Immigration Agents Rounded Up Immigrants in a Foreign Country and Deported Them,"The Covid-19 pandemic has claimed far more lives than reported, study says",Mexico removes Christopher Columbus statue before annual protest,"Herd immunity strategy is 'simply unethical,' says head of World Health Organization",Russia reels from record rise in Covid infections,Venezuela's $1 billion in gold still in limbo at the Bank of England.,Peru opens Machu Picchu for single tourist stranded by Covid,"After Complaining About Voter Fraud, the California GOP Commits Election Fraud"
287,2020-10-14,French President Emmanuel Macron has announced that people must stay indoors from 21:00 to 06:00 in Paris and eight other cities to control the rapid spread of coronavirus in the country.,The Great Barrier Reef has lost half its corals within 3 decades,Berlin gives middle finger to anti-maskers in tourism agency ad,'Immediately stop': China's warning to US after destroyer stand-off in disputed waters,Canada's last intact ice shelf broke off. It took our research station with it,Golden Dawn leadership sentenced to 13 years in prison,Trump under fire for retweeting conspiracy theory claiming bin Laden still alive,Russia dismisses Trump administration efforts to secure nuclear arms deal before election,"Japan unveils 3,000 Ton Submarine amid tensions with China.",Greece: Extreme-right party leaders jailed for 13 years,The people versus the King: Thailand's unprecedented revolt pits the people against the King.,"Seven countries join NASA to explore the Moon peacefully, transparently | Signing the Artemis Accords alongside the United States were Australia, Canada, Japan, Luxembourg, Italy, the United Kingdom, and the United Arab Emirates",Former Republican congressman says Murdoch's media outlets fuelling 'climate rejectionism',"With the olive harvest season in Palestine in full force, Israeli settlers vandalize hundreds of trees","‘Sorry sunshine, wrong place’: Watch as NZ’s deputy PM shuts down a coronavirus denier","Russia and China are biggest threats to U.K., new MI5 intelligence boss says",Rwanda gives the green light to medicinal cannabis cultivation,Used Coronavirus tests handed out by mistake in Birmingham England,"Petition Targeting Murdoch Swamps Australian Parliament’s Website - More than 200,000 people signed a petition drawn up by a former prime minister calling for an examination of Rupert Murdoch’s media empire in Australia.","The Czech Republic has shut schools and bars, Dutch cafes and restaurants are closing and France could impose curfews, as European governments fight to keep a second wave of Covid-19 infections under control.",Russia shuts down Trump admin's last-minute push to strike nuclear arms deal before election,Norway says Russia behind cyberattack against its parliament,14 years in prison for man that contaminated baby food and then tried to blackmail Tesco in UK's largest blackmail plot,The Dutch government has approved plans to allow euthanasia for terminally ill children aged between one and 12.,China insists French museum’s Genghis Khan exhibit not use words 'Genghis Khan'
288,2020-10-15,"Mexican Senate Will Vote to Federally Legalize Cannabis in the Next Two Weeks, Leader Says",Netherlands legalizes child euthanasia despite opposition from Christian parties,Greece: Leader of neo-Nazi Golden Dawn group jailed for 13 years,German airport workers refuse to service Belarus dictator Lukashenko’s plane,Trump tweet gave Taliban upper hand in negotiations: Afghan peace official tells Financial Times,"Donald Trump praises Vladimir Putin, Xi Jinping and Kim Jong-Un over Joe Biden—""These people are sharp""","In Iowa, Trump praises the intelligence of Kim Jong Un, Vladimir Putin",61 people who went to Canadian spin studio get coronavirus despite adhering to public health guidelines,"Canadian opinions of the U.S. at lowest in nearly 40 years, polling program shows",Jacinda Ardern eyes historic election win in COVID-free New Zealand,UK government fails to report more than 15k cases because officials exceeded the data limit on their Excel spreadsheet,"Earth breaks September heat record, may reach warmest year- Earth has had 44 straight Septembers where it has been warmer than the 20th century average and 429 straight months without a cooler than normal month, according to NOAA. The hottest seven Septembers on record have been the last seven.",Norway says Russia behind cyberattack against its parliament,Russian opposition leader Alexey Navalny calls on Trump to condemn poison used against him,YouTube bans coronavirus vaccine misinformation,YouTube announces plans to ban content related to QAnon,The first room-temperature superconductor has finally been found,Land Defenders Are Killed in the Philippines for Protesting Canadian Mining,Christian Group Hits Trump: ‘The Days Of Using Our Faith For Your Benefit Are Over’,Sweden to increase military spending by 40% over 5 years as tension with Russia grows,Solar power is now “the cheapest electricity in history”,"Russian hospitals near capacity as new COVID cases spike: ""We are out of beds""","Spain’s Labor Inspectorate forces Amazon to give 4,000 false freelancers work contracts. The online retail giant will also have to pay €6.16 million in Social Security contributions that were not paid while the staff were providing delivery services to the multinational.",Boris Johnson rejects Marcus Rashford's campaign to extend free school meals,"Germany' close eye on U.S. election 2020. Quote, ""For my generation- born after the second world war- Americans were a great example of freedom and democracy. That's ended with Trump."""
289,2020-10-16,"Oxygen Supply Just Failed in Part of The ISS, But Everyone Is Safe So Far",US officials warned the White House that Russian intelligence was using Rudy Giuliani to funnel disinformation to Trump,Texas billionaire Bob Brockman charged with biggest tax evasion case in US history; feds say losses total $2 billion,"Man decapitated near Paris and anti-terror probe launched, prosecutors say",Support for Scottish independence soars in new poll,Trump administration loses fight to stop child born abroad to gay couple from becoming US citizen,New Zealand to vote on legalizing marijuana and euthanasia,Thailand blocks Change.org as petition against king gains traction,French ex-president Sarkozy charged with 'criminal conspiracy',Chinese detention 'leaving thousands of Uighur children without parents',Boris Johnson says it's time to 'get ready' to prepare for no deal Brexit with EU,First Nation chief says he fears for his people after attacks on Mi'kmaw lobster fishery,Bangladesh sentences five men to death for gang rape of teen,Water cannon used on protesters in Thailand,Christie says he was wrong not to wear mask in White House,"‘If you care about safety of 300,000 Canadian passport holders...’: China warns Canada over granting Hong Kongers asylum",Japan to release 1m tonnes of contaminated Fukushima water into the sea,New Zealanders aren't just voting on Jacinda Ardern. Legal cannabis and the right to die are also on the ballot,"Chinese envoy warns Canada against granting asylum to Hong Kong protesters, makes threats regarding Hong Kong based Canadians",China tests swarm of ‘suicide drones’ launched from a truck and helicopters,French ex-president Sarkozy charged with 'Criminal conspiracy',White House was warned Giuliani was target of Russian intelligence operation to feed misinformation to Trump,Trump Celebrates Fatal Shooting of Antifa Activist by US Marshals,FBI: Chinese nationals laundered money and helped sell drugs for Mexican cartels,"WHO study shows Remdesivir has ""little or no effect"" in preventing COVID-19 deaths"
290,2020-10-17,New Zealand Prime Minister Jacinda Ardern appears headed for big election win and 2nd term in early vote counting,Armenia launches missile attacks on Azerbaijan's Ganja,Prime Minister Jacinda Ardern wins NZ election by a landslide,New Trump golf course provokes fury in Scotland,Betelgeuse is 25 percent closer than scientists thought,Chinese state broadcaster repeatedly pans away as Xi Jinping coughs 'violently' during key speech,Italy's olive oil production drops by a quarter as 'tree leprosy' takes toll | World news,Coronavirus in Germany: Angela Merkel urges people to stay home 'whenever possible',Thai protestors were hit with high pressure water cannon. The authority still have yet to confirm what chemical they put in the water.,Macron calls Paris beheading 'Islamist terrorist attack',Thailand's young pro-democracy protesters challenge military and monarchy. A young progressive movement in Thailand is demanding reform to the country's traditional political structure. They are up against a deeply entrenched alliance between the monarchy and the military.,Macron calls Paris beheading 'Islamic Terrorist Attack',Trump aide urges Taiwan to 'fortify' against Chinese attack,"Five European nations condemn Israeli approval of 5,288 new settler homes","A bar owner in Italy shuts his business at midnight in full compliance with new national anti-Covid measures, and then reopens 15 minutes later as the decree has no regulation on the ""reopening hours"". Police show up and can do absolutely nothing, so he keeps open until dawn.",Paleontologists in Morocco have discovered a new species of small winged dinosaur,UK bans any use of mobile phones while driving,New Zealand prime minister Jacinda Ardern smashes opposition by landslide.,Chinese detention 'leaving thousands of Uighur children without parents' | World news,Germany says Thai king cannot rule from there,UN Human Rights Agency Have Visa Renwals Refused by Israel,"Azerbaijan says 12 civilians killed, 40 wounded in Ganja by Armenia shelling",New Zealand election: Jacinda Ardern wins second term after rival concedes | Business News,Israeli settlers vandalize olive trees in West Bank village with harvest season at peak,'The Godfather': Mexico's ex-defense chief helped ship tons of cocaine and heroin
291,2020-10-18,New Zealand now has the gayest Parliament in the world.,Locals warn derelict barge 'Nabarima' about to spill 55 million gallons of oil and no one is helping,"Thailand protests continue for fifth day, stretching beyond Bangkok",Sweden shifts away from no-lockdown strategy amid growing case numbers,Trudeau and Trump are worlds apart on the Canada-U.S. border closure | CBC News,Documents reveal United Arab Emirates president owns multibillion-pound property portfolio spanning London’s most expensive neighbourhoods,Chinese military beefs up coastal forces as it prepares for possible invasion of Taiwan,Boris Johnson 'plans to resign next spring after complaining about £150k salary',"Belarus opposition leader, Svetlana Tikhanovskaya, issues “people’s ultimatum” to Alexander Lukashenko: “on October 26th, nationwide strikes will begin... you have 13 days”",Murderer who tackled London Bridge attacker with narwhal tusk pardoned,Irish Farmers Association push for legalization of medicinal cannabis,Thai democracy protesters defy ban for 4th day,Astronomers witness 'spaghettification' of star shredded by a black hole,Filmmaker spends 10 years secretly recording North Korea’s shady dealings,Israel Police organized crime unit is targeting anti-Netanyahu protest leaders,Murdoch's sway on politics warrants royal commission (written by former Australian Prime Minister Kevin Rudd).,France moves to expel 231 radicalized foreigners after assassination of teacher,"Divided world is failing COVID-19 test, says frustrated U.N. chief",New Trump golf course in Scotland approved despite environmental concerns,'I never saw stars before': Gene therapy brings back 8-year-old Canadian boy's sight,Belarus: Thousands turn out for protests despite police threat to open fire,"Dangerous beauty: UK moves to ban Botox, lip fillers for teens | United Kingdom News",Man denied German citizenship for refusing to shake woman's hand,Campaign to boycott Turkish products gains momentum,Giant 120 feet long cat geoglyph discovered in Nazca
292,2020-10-19,"India arrests 83-year-old activist and Jesuit priest who was helping indigenous people fight mining corporates on ""terrorism"" charges",Climate activist Greta Thunberg joins campaign to release Hong Kong fugitives detained in China,Trump Will Have $900 Million Of Loans Coming Due In His Second Term If He’s Reelected,"80 million gallons of oil, larger than Exxon spill, dangerously close to pouring into Caribbean",Iran clears path for women to run for president,Socialists claim massive victory in Bolivia,"Coronavirus survives on skin five times longer than flu, Japan study finds","MAS candidate wins in the first round in Bolivia, according to exit poll",Taiwan official in hospital after alleged 'violent attack' by Chinese diplomats in Fiji,"North Koreans systematically raped, tortured and degraded in jail, says rights group",French police raids the homes of dozens of suspected Islamic radicals following the beheading of a teacher. The govt. is also investigating 51 French Muslim associations,German court rules Muslim who refused to shake woman's hand should not receive citizenship,"Over 50,000 march in Belarus against authoritarian leader","India says Australia will join its naval drills with U.S., Japan",Oxford University says COVID-19 patients experience symptoms months after contracting virus,France moves to expel 231 radicalized foreigners after assassination of teacher,"France, Netherlands call for an EU watchdog to regulate tech giants",Ukrainian fitness influencer dies from COVID after denying it exists,"Revealed: chaining, beatings and torture inside Sudan's Islamic schools","Chinese diplomats burst into a Taiwanese diplomats event in Fiji, 2 Taiwanese injured.","France to propose more controls on some Islamist groups, after the beheading of a teacher by an Islamist attacker.",Taiwan accuses mainland of ‘brutal and irrational action’ after Fiji spat,Cyberattacks on coronavirus vaccine projects confirmed in Japan,Wales imposes two-week lockdown: 'everybody must stay at home',China Conducts Test Of Massive Suicide Drone Swarm Launched From A Box On A Truck
293,2020-10-20,Brits warned 'do not take US meat at any cost' as poultry farm horror exposed,Jamal Khashoggi's Fiancée Files Suit Against Saudi Crown Prince,"NATO would seek early summit with Biden, if elected, envoys say","US spies and diplomats are suggesting a Trump administration cover-up after officials in Cuba, Russia, and China got mysteriously sick",Rush Limbaugh says his lung cancer is terminal,#EndSARS : Nigerian Soldiers shoot into crowd of Youths protesting against Police Brutality in Nigeria's capital,China's super rich got $1.5 trillion richer during pandemic,"‘Catastrophic floods’: 105 killed, 5 million affected in Vietnam","Finland suspends extraditions to Hong Kong, prompting response from Beijing",'Slavery is keeping our ports open': Union says seafarers forced to spend up to 18 months on ships,Khashoggi fiancee sues Saudi crown prince in US court,"30% of politicians running in the Indian state of Bihar for elections have murder, rape and extortion charges on their criminal record.","In ‘Lobster War,’ Indigenous Canadians Face Attacks by Fishermen",US election 2020: Microphones to be muted in last debate,"Trash on ocean floor near Taiwan 1.5 times global average: notably greater than that found near Japan, and South Korea",Vermont backyard cam captures men sneaking across U.S.-Canada border,"Up to one million tonnes of ‘deadly’ fishing gear left in ocean each year, WWF warns",Senior London police commander behind force's drugs strategy 'admits using cannabis for medical reasons',Soldiers open fire on protesters in Nigeria’s Lagos: Witnesses,Woman is arrested in Iran for 'insulting the Islamic hijab' after she was filmed cycling without a veil in front of a mosque,France teacher attack: Pupil's father 'exchanged texts with killer',Peter Madsen prison escape: Inventor who killed journalist on submarine flees 'with bomb',"'Uninhabitable hell': Climate change and disease threaten millions, UN warns | The last two decades saw the number of disasters caused by extreme weather nearly double to 6,681, up from 3,656 between 1980 and 1999",Danish submarine killer Madsen caught in prison escape,French minister requests closure of mosque that denounced murdered teacher
294,2020-10-21,"Two Muslim women stabbed under Eiffel Tower 'by white women shouting ""Dirty Arabs""","Air pollution killed nearly a half-million newborns last year, study says","Pope Francis calls for civil union law for same-sex couples, in shift from Vatican stance","It is being described as one of the biggest attacks on art and antiquities in post-war German history, but it has taken more than two weeks to emerge. At least 70 artefacts were sprayed with an oily liquid on Berlin's Museum Island, a Unesco world heritage site that is home to five famous museums.","An eyewitness tells BBC that #EndSARS police brutality protesters were kneeling in surrender when security forces fired on them in Lagos, Nigeria. Eyewitness says he counted 20 bodies on the ground after security forces opened fire.",New Zealand records 25 Covid cases amid arrival of foreign fishing crews,Monsanto lose case against French farmer,"The Nigerian Army has arrested a soldier who had gone on social media last week to beg colleagues not to shoot at protesters. This comes after Nigerian Army personnel opened fire on peaceful protesters on October 20th, 2020.",France beheading: Macron promises crackdown on radical Islam after murder of teacher Samuel Paty,Soldiers open fire on protesters in Nigeria’s Lagos as they sing the National anthem and wave flags,"Pope endorses same-sex civil unions for first time | ‘Nobody should be thrown out or be made miserable over’ homosexuality, says pontiff",The Ozone Hole Over Antarctica Has Grown Much Deeper And Wider in 2020,"Internal Met Police memo concluded that Body Worn Video camera footage shouldn't be routinely published because rather than debunking claims of racism and brutality, in many instances it showed “a lack of de-escalation before use of force"" and ""poor safety decisions”.","Beekeeper dumps nest with 1,500 Asian hornets outside town hall in France",Rudy Giuliani faces questions after compromising scene in new Borat film,Russia suspected of Cold War-style microwave attack on CIA agents in Australia,Seven Britons 'of Pakistani origin' including two minors are arrested in Paris for 'trying to run over a cop outside Israeli embassy',Irish town cuts ties with ‘LGBT-free’ Polish twin in growing culture war,Ottawa police officers caught on video violently beating mentally-ill black man who later died with knuckle-plated gloves found not guilty on all charges,Turkey says it will send troops to help Azerbaijan if requested,"India reportedly considers Taiwan trade talks, angering China","Teachers presenting white privilege as fact are breaking the law, minister warns","A Nasa spacecraft has successfully landed on an asteroid, dodging boulders the size of buildings, in order to collect a handful of cosmic rubble for analysis back on Earth.",Report uncovers tax records showing Trump's China plans and deductions,Trump paid China $188K in taxes from 2013 to 2015: Report
295,2020-10-22,TikTok Bans Conversion Therapy and White Supremacist Content,Charlie Hebdo Muhammad cartoons projected onto government buildings in defiance of Islamist terrorists,"Australian soldiers killed prisoner because he could not fit on aircraft, American marine says",US approves $1.8bn weapons sale to Taiwan,"Despite tough talk on China, Trump spent years trying to land business projects there, report says",Canada's bill to outlaw LGBTQ2 conversion therapy has global influence: UN expert,Lungs of Earth on fire again as parts of Brazil the size of Britain burn,Alarm as Arctic sea ice not yet freezing at latest date on record,Polish court says abortion due to foetal defects is unconstitutional,"Britain the only country to meet the needs of world's poorest during the pandemic, says World Bank","The Trump administration is considering proscribing Amnesty, Oxfam, and Human Rights Watch as 'anti-Semitic' and telling other governments not to support them",Russia grants whistleblower Edward Snowden permanent residency rights,"Someone got access to Trump's Twitter account by trying password ""maga2020!""",Dutch news reports Trumps twitter account has just been hacked by a dutch ethical hacker,UK government refuses to assist Scottish police investigation into the use of Scottish airports to facilitate US torture and rendition programs,"Australian soldiers killed Afghan prisoner as only six could fit on American helicopter, US marine claims","US Ice officers 'used torture to make Africans sign own deportation orders': Cameroonians say officers choked, beat and threatened to kill them, as lawyers tell of pre-election removal drive","Annual Freezing of Arctic Sea Ice Hasn't Yet Started, 'Unprecedented' Delay Is Puzzling Scientists","Japan researchers show masks do block coronavirus, but not perfectly",U.S. Whistleblower Edward Snowden Granted Permanent Residency By Russia,Man busted with 16 bags of heroin under his face mask,"Trump State Department Plan to Declare Human Rights Groups 'Anti-Semitic' Slammed as 'Desperate,' 'Obscene' | The designation would target humanitarian organizations including Amnesty International, Human Rights Watch, and Oxfam, sources said.",Teacher explains how Turkish police beat and raped him during interrogation,Hospitals struggle as 20 European countries record highest daily number of COVID cases,"The desperate search across Central America, Mexico for parents separated from their children and why hundreds are yet to be found"
296,2020-10-23,Pope Francis calls Trump’s family separation border policy ‘cruelty of the highest form’,"US, Saudi Arabia and Uganda join forces to declare women have no intrinsic right to abortion","Sri Lanka Police Anally Torture, Whip Gay Men Suspected of Having Sex, Human Rights Watch Says",Rudy Giuliani's 'Borat 2' Appearance Shows Him Having Inappropriate Encounter With Fake Reporter,"Ongoing Russian Cyberattacks Are Targeting U.S. Election Systems, Feds Say",Oxford coronavirus vaccine ‘works perfectly’ and triggers ‘strong immunity,"Prince Andrew asked Ghislaine Maxwell about accuser, documents suggest","85% of Ontario nursing homes break the law repeatedly with almost no consequences, data analysis shows",China warns UK not to offer citizenship to Hong Kong residents,Poland abortion ruling: Police use pepper spray against protesters,Netanyahu dodges Trump’s invitation to slam Biden on conference call,Female domestic workers in Qatar face 'kicking and hair-pulling' as employers confiscate passports | The claims of mistreatment are the latest against the Gulf state which will host the 2022 football World Cup,Thai street food vendors arrive at anti-government protest venues quicker than protesters & police,"An Abandoned Oil Tanker In the Caribbean Is an Environmental Time Bomb - If the Nabarima sinks, the resulting oil spill could be six times larger than the Exxon Valdez.",Iranian dissident Mehdi Amin found murdered at his residence in Canada,"Aliens on 1,000 nearby stars could see us, new study suggests",China's economy in 2021 will be 10% bigger than it was in 2019 and every other major economy will be smaller,WSJ Newsroom Found No Joe Biden Role in Hunter Deals After Reviewing Bobulinski's Records,"Russia says COVID ""under control"" despite record infections, bodies lined up in hospital basement",More than 100 dead as Vietnam reels from 'worst floods in decades',World has broken records for daily coronavirus cases several times this week alone,UK and Japan sign £15.2bn free trade agreement in Tokyo,Belarus Prime Minister claims pro-government rally cancelled because too many people would have shown up,Ireland suspends extradition treaty with Hong Kong,"Google, Facebook and YouTube found to make up more than 80% of Australian digital advertising, less than 20% going to news and other websites"
297,2020-10-24,'Homosexual People Have the Right to Be in a Family.' Pope Francis Offers New Support for Same-Sex Civil Unions,Amazon Tribes Are Excited to Use Drones to Detect Illegal Deforestation in Brazilian Rainforest,Thailand’s playboy king secretly rushed to hospital for 2am Covid test after bodyguard tests positive,Hundreds of thousands sign petition against using public money for MPs’ food after free school meals vote,Bolivia’s president Arce vows to ‘rebuild’ country as landslide socialist win confirmed,South Africa Makes Strides and Passes Same-Sex Marriage Law,NASA to announce 'exciting new discovery' about the moon on Monday,"In two weeks, UN records 19 incidents of attacks by Israeli settlers against Palestinian olive harvesters","UK to return 5,000 ancient artifacts to Iraq - Included in the repatriation is a 4,000-year-old Sumerian relic discovered in an online auction",Polish President Duda infected with coronavirus,"Arctic sea ice isn't freezing in October for the first time on record. Ocean temperatures in the area recently climbed to more than 5C above average, following a record-breaking heatwave and the unusually early decline of last winter’s sea ice.","After thumbing his nose at China, Prague’s mayor has this advice for Canada. ‘Their power is overrated’",Thousand of women protesting against Poland’s new abortion laws in cities across the country,Nagorno-Karabakh conflict: Execution video of Armenians by Azerbaijani soldiers prompts war crime probe,U.S. says no justification for 'concentration camps' in China,Thousands protest across Poland against curbs on abortion access,‘Surging in almost every state’: US hits ‘3rd wave’ 11 days out from election.,Japan puts off decision to release treated Fukushima water into sea,Russians Who Pose Election Threat Have Hacked Nuclear Plants and Power Grid,Trump suggests Egypt may 'blow up' Ethiopia dam,"France reports record of over 45,000 new coronavirus cases in a day",Delta adds 460 passengers who refused masks to 'no-fly' list,"Ethiopia angered over Trump's suggestion that Egypt couid ""blow up"" it's Nile dam","U.S. breaks daily record for coronavirus cases with over 84,000 new infections",Europe suffers record case numbers as France's Macron warns crisis may last until summer
298,2020-10-25,"Police in Berlin have broken up a 600-strong party as coronavirus restrictions continue to curb German festivities. Berlin police tweeted that the ""fetish party"" in the capital ""probably ended unsatisfactorily"" for the attendees.","Arctic Sea Ice Is Failing to Form, Raising a Huge ‘Red Flag’",Escaped cloned female mutant crayfish take over Belgian cemetery,The Iraqi Council of Representatives on Saturday conducted the first reading of a proposal to recognize the Islamic State (IS) massacre against Yezidis as a genocide.,"Australian state of Victoria records zero new coronavirus cases, after defeating second wave with one of world's longest lockdowns","Treaty to Prohibit Nuclear Weapons Passes Important Threshold: Fifty countries have now ratified the treaty, so it will become international law. The United States and the eight other nuclear-armed powers reject it but have failed to stop its advance.",Polish women protest new abortion restriction in churches,South Australia Becomes World's First Major Jurisdiction to be Powered 100% by Solar Power,"Belarus opposition announces nation-wide strike tomorrow, 26.10, after protests were forcefully dispersed and the regime ""failed to implement opposition demands"".","Hundreds rally in Taiwan, call for release of 12 Hong Kong people arrested by China",Scotland tells families not to trick-or-treat this Halloween because of Covid-19,Health minister says China must be held to account if they weren't honest about virus,U.S. sanctions Russian institute linked to dangerous malware,France recalls envoy after Erdogan says Macron needs 'mental treatment',"Research team discovers breakthrough with potential to prevent, reverse Alzheimer's",Women reportedly searched on tarmac in Qatar after foetus found in airport bathroom,"France hits record 52,010 daily Covid cases, Spain declares new state of emergency","Tens of thousands of people marched through Minsk and other cities on Sunday, keeping pressure on Belarusian President Alexander Lukashenko a day before the opposition threatens to launch a national strike if he refuses to resign",All of South Australia's power comes from solar panels in world first for major jurisdiction,"An international treaty banning nuclear weapons has been ratified by a 50th country, the UN has said, allowing the historic though essentially symbolic text to enter into force after 90 days.",Chilling find shows how Henry VIII planned every detail of Boleyn beheading | Archives discovery shows the calculated nature of the execution and reinforces the image of the king as a ‘pathological monster’,Thousands join Poland protests against strict abortion laws,"China says U.S. bullying countries to pick sides, attempt will not succeed","Waive off intellectual property rights on COVID-19 medicines, vaccines: 379 NGOs tell WTO",Pope appoints first Black American cardinal in surprise announcement
299,2020-10-26,France pledges to ban 'conversion therapy' and improve LGBTQ+ education,Belarus National Strike beginning!,Putin rejects Donald Trump's criticism of Biden family business,"Catholic lawmakers ‘have no basis’ to deny same-sex civil unions after Pope’s historic intervention, says Philippine president",‘An End to the Chapter of Dictatorship’: Chileans Vote to Draft a New Constitution,"Facebook, Google and Microsoft 'not paying enough tax in developing world'",Pope's endorsement of same-sex unions could be 'breakthrough' in fighting Polish homophobia,"Germany warns against 'vaccine nationalism' - ""Nations must work in a spirit of cooperation rather than selfishness in the fight against coronavirus"", German President Frank-Walter Steinmeier stressed. His appeal came at the start of the World Health Summit in Berlin.",Secret Chinese bank account remains a problem for Trump,"Coronavirus digest: France reports over 50,000 cases in single day",Poland abortion ruling: Protesters block roads across country - the escalation of protests,Chile to Scrap Pinochet-Era Constitution in Landslide Referendum,"An unusual and significant situation is currently unfolding in the Arctic Ocean. The sea ice is not freezing in October for the first time in known history. Large ocean areas remain ice-free, having a potential cascading effect on the jet stream towards Winter 2020/2021",France says it won’t forget ‘silence’ of some states after teacher beheading,"Mexico seizes industrial-scale meth, fentanyl lab in capital","At least 19 women allege medical abuse at ICE detention center in Georgia - “Do I still have ovaries? Can I still have kids?” a 28-year-old woman asked a nurse as she awoke from surgery, chained to a bed","Police in Finland are hunting a hacker who stole 40,000 patient records from a psychotherapy centre and is blackmailing victims to keep the data private",Big tech accused of avoiding $2.8bn in tax to poorest countries,'Rebirth': Chileans vote by millions to tear up Pinochet's constitution,"Russian President Vladimir Putin said on Sunday that he saw nothing criminal in Hunter Biden’s past business ties with Ukraine or Russia, marking out his disagreement with one of Donald Trump’s attack lines in the U.S. presidential election",South Korea Faces Kimchi Crisis After Cabbage Price Skyrockets 60%,NASA announces that moon definitely has water in major breakthrough that could allow travel into deep space,Jubilation as Chile votes to rewrite constitution,Celebrations in Chile as voters back rewriting constitution | Chileans vote overwhelmingly to tear up dictatorship-era charter in favour of new citizen-written constitution.,"Analysis: Biden's lead over Trump is holding, while Clinton's was collapsing at this point"
300,2020-10-27,Putin Orders New National Mask Mandate as Russia Sees Second COVID-19 Spike,"The World Health Organization Monday once again warned nations against “the politicization” of the COVID-19 pandemic, saying it has led to confusion and disrespect for science, and made the pandemic worse.",Anger over sacred Australian Aboriginal tree bulldozed for highway,US Christian anti-LGBT ‘hate group’ spent more than $20m in Europe,"Not wearing a mask linked to antisocial traits, study finds. Those who don’t comply with Covid-19 containment measures were found to be more callous, hostile and deceitful",Workers And Students Walk Out As Strikes Begin In Belarus.,Former leader of student group advocating for Hong Kong Independence arrested near US consulate,Indian police detain a 9 year and 12 year old for protesting over air pollution,'Lukashenko arrests doctors and threatens students with military service on second day of strike' - Independent,"Victoria, Australia records another day of no new coronavirus cases and no deaths",A coral reef taller than the Empire State Building has been found in Australia,"Gatherings in private homes restricted, after B.C. announces record high 817 new cases over the weekend",Mayor of Rome says she was targeted by mafia,Pakistan's national assembly passes resolution to recall Ambassador but Pakistan has no ambassador in France.,Poland Is in Revolt Against Its New Abortion Ban,Trudeau urges COVID-19 compliance as fatigue sets in and cases spike,#IStandWithFrance trends in India amid outrage in Muslim world,China plans to phase out conventional gas-burning cars by 2035,Stock markets slide as Covid-19 cases rise,2020 is on course to be the warmest year on record,"Coronavirus antibodies decline after infection, study finds, raising questions about herd immunity",Germany Regulators Look to Block Teens From Porn Sites,"U.S. Embassy Staffer Drugged & Molested Unconscious Women on Video, Feds Say",UK to ban sale of carrier-locked phones from December 2021,Covid Antibodies 'Fall Rapidly After Infection'
